epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,9708.67,1.29222,1.45922,1.65199,0.80587,0.78513,0.8388,0.49578,1.36985,1.09667,1.61318,0.005842,0.005842,0.005842
44,9859.99,1.28982,1.4641,1.64638,0.82399,0.78968,0.85162,0.52124,1.31403,1.08254,1.5742,0.005743,0.005743,0.005743
45,10014.1,1.29441,1.44417,1.65327,0.83212,0.8019,0.85077,0.52244,1.30395,1.06454,1.55076,0.005644,0.005644,0.005644
46,10166.6,1.29964,1.46787,1.65123,0.75922,0.78795,0.8555,0.52334,1.30004,1.09991,1.57159,0.005545,0.005545,0.005545
47,10320.9,1.2818,1.4278,1.63372,0.87241,0.78829,0.87251,0.51491,1.37206,1.01285,1.61723,0.005446,0.005446,0.005446
48,10482.4,1.29002,1.46664,1.64769,0.87845,0.78398,0.8708,0.5309,1.33328,1.038,1.6093,0.005347,0.005347,0.005347
49,10634.2,1.28543,1.44461,1.64916,0.82552,0.81442,0.84985,0.51628,1.30552,1.08558,1.56618,0.005248,0.005248,0.005248
50,10821,1.27431,1.42335,1.63425,0.8542,0.7722,0.85797,0.52481,1.3219,1.06792,1.60261,0.005149,0.005149,0.005149
51,10973.9,1.26117,1.41594,1.62306,0.88763,0.78455,0.85563,0.51427,1.33018,1.00741,1.59941,0.00505,0.00505,0.00505
52,11122.9,1.27052,1.4067,1.62818,0.8651,0.81371,0.88661,0.53583,1.32428,1.00016,1.56463,0.004951,0.004951,0.004951
53,11277.7,1.25372,1.39519,1.61918,0.85626,0.79853,0.87461,0.53709,1.30409,1.0199,1.59544,0.004852,0.004852,0.004852
54,11432.6,1.25473,1.37888,1.61909,0.86991,0.79348,0.87629,0.53353,1.31677,0.9867,1.57027,0.004753,0.004753,0.004753
55,11582.4,1.25837,1.39917,1.61794,0.85077,0.79779,0.86178,0.53511,1.30496,1.00386,1.55379,0.004654,0.004654,0.004654
56,11735.9,1.25737,1.378,1.61595,0.85753,0.7871,0.85592,0.54008,1.30995,1.00805,1.57683,0.004555,0.004555,0.004555
57,11889.4,1.27368,1.39479,1.6267,0.87229,0.81851,0.87519,0.54227,1.3219,0.99048,1.56733,0.004456,0.004456,0.004456
58,12038.5,1.24241,1.36809,1.60802,0.85847,0.79542,0.86112,0.53587,1.29347,1.00058,1.57901,0.004357,0.004357,0.004357
59,12193.4,1.25545,1.39081,1.61343,0.84568,0.79329,0.86519,0.54216,1.29095,1.01519,1.5808,0.004258,0.004258,0.004258
60,12344.9,1.24999,1.36744,1.61245,0.86518,0.8144,0.87903,0.54006,1.30147,1.00501,1.57088,0.004159,0.004159,0.004159
61,12496,1.23216,1.35169,1.59102,0.85428,0.7974,0.86883,0.52764,1.32605,1.02134,1.56146,0.00406,0.00406,0.00406
62,12650.1,1.2417,1.3677,1.60497,0.85727,0.78664,0.85873,0.52997,1.30505,1.04481,1.59649,0.003961,0.003961,0.003961
63,12800.2,1.24348,1.35714,1.61251,0.82788,0.79139,0.84189,0.52848,1.26042,1.03463,1.55678,0.003862,0.003862,0.003862
64,12952.3,1.23633,1.33869,1.59449,0.86823,0.81159,0.88017,0.54623,1.28794,0.97738,1.57785,0.003763,0.003763,0.003763
65,13105.8,1.22485,1.35292,1.58906,0.82736,0.80644,0.86031,0.53628,1.2656,0.99801,1.56871,0.003664,0.003664,0.003664
66,13255.4,1.239,1.34845,1.59793,0.828,0.79929,0.85558,0.53359,1.32321,1.04381,1.5999,0.003565,0.003565,0.003565
67,13409.5,1.22336,1.33976,1.59731,0.83774,0.7872,0.86332,0.5349,1.29699,1.02344,1.5828,0.003466,0.003466,0.003466
68,13561.4,1.22155,1.32031,1.58777,0.81869,0.78711,0.85403,0.52615,1.28226,1.01233,1.5579,0.003367,0.003367,0.003367
69,13712.2,1.20415,1.30908,1.55832,0.85115,0.80571,0.87029,0.53638,1.28759,0.99076,1.53582,0.003268,0.003268,0.003268
70,13869.4,1.21549,1.31661,1.57956,0.86178,0.81233,0.8727,0.53792,1.31001,0.97749,1.57659,0.003169,0.003169,0.003169
71,14025.2,1.21185,1.30278,1.56692,0.85013,0.81635,0.86706,0.53382,1.31644,0.96946,1.57539,0.00307,0.00307,0.00307
72,14186.9,1.19862,1.29919,1.56928,0.8144,0.83258,0.86849,0.53501,1.27933,0.99216,1.56151,0.002971,0.002971,0.002971
73,14342.5,1.227,1.31224,1.59064,0.83653,0.81628,0.86807,0.53298,1.30803,0.9678,1.57335,0.002872,0.002872,0.002872
74,14496.9,1.19773,1.32292,1.5737,0.86588,0.79513,0.8663,0.5354,1.28947,0.9825,1.54999,0.002773,0.002773,0.002773
75,14652.6,1.18955,1.28991,1.56633,0.87683,0.80961,0.87116,0.53495,1.31813,0.95713,1.5834,0.002674,0.002674,0.002674
76,14808.6,1.20224,1.28608,1.5694,0.83503,0.82001,0.86899,0.54434,1.29536,0.95496,1.57711,0.002575,0.002575,0.002575
77,14961.9,1.20381,1.28796,1.56824,0.87854,0.78863,0.86495,0.53834,1.28447,0.94953,1.56374,0.002476,0.002476,0.002476
78,15118.6,1.1935,1.2763,1.57536,0.85791,0.80542,0.85566,0.52651,1.29563,0.98733,1.55658,0.002377,0.002377,0.002377
79,15272.7,1.18423,1.26304,1.55908,0.84889,0.82633,0.88094,0.53807,1.30016,0.94642,1.56583,0.002278,0.002278,0.002278
80,15490.5,1.19146,1.2695,1.54975,0.84947,0.79443,0.8634,0.5278,1.29086,0.98332,1.56738,0.002179,0.002179,0.002179
81,15785.4,1.18132,1.26656,1.55446,0.88475,0.78882,0.87053,0.52194,1.30113,0.98215,1.5835,0.00208,0.00208,0.00208
82,16010.4,1.1861,1.27828,1.55234,0.86016,0.80598,0.86753,0.53776,1.28856,0.94634,1.54605,0.001981,0.001981,0.001981
83,16166.3,1.16363,1.27105,1.54945,0.87664,0.7992,0.86595,0.54046,1.29356,0.93495,1.5688,0.001882,0.001882,0.001882
84,16323.6,1.17574,1.22782,1.5384,0.88272,0.80702,0.88014,0.53189,1.30293,0.93434,1.56891,0.001783,0.001783,0.001783
85,16482.4,1.16383,1.25661,1.53845,0.87757,0.79492,0.87736,0.53281,1.30683,0.94117,1.56617,0.001684,0.001684,0.001684
