epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,33681.1,1.03751,0.91347,1.39019,0.89518,0.90626,0.91727,0.59414,1.19622,0.70515,1.49746,0.002476,0.002476,0.002476
78,34108,1.04469,0.91181,1.39488,0.91164,0.89561,0.9319,0.61497,1.17923,0.68535,1.50371,0.002377,0.002377,0.002377
79,34533.4,1.03314,0.89874,1.38138,0.9215,0.90557,0.94357,0.6091,1.16797,0.67898,1.47572,0.002278,0.002278,0.002278
80,34960.9,1.03161,0.88866,1.39212,0.8917,0.91821,0.93696,0.59984,1.19119,0.67314,1.47723,0.002179,0.002179,0.002179
81,35387.5,1.03455,0.89454,1.38996,0.9058,0.9073,0.94103,0.60147,1.20408,0.67286,1.50507,0.00208,0.00208,0.00208
82,35813.6,1.03538,0.87942,1.38156,0.9041,0.90475,0.93779,0.6088,1.1894,0.67198,1.53247,0.001981,0.001981,0.001981
83,36239.5,1.02829,0.87171,1.38467,0.91729,0.91738,0.94776,0.61029,1.1844,0.65281,1.50241,0.001882,0.001882,0.001882
84,36667.3,1.01534,0.86706,1.36964,0.91252,0.90317,0.93506,0.60417,1.19806,0.65514,1.52252,0.001783,0.001783,0.001783
85,37087.9,1.01468,0.87631,1.36554,0.92201,0.89479,0.93963,0.60145,1.20461,0.6661,1.49908,0.001684,0.001684,0.001684
86,37504.5,1.01693,0.87798,1.37288,0.91735,0.91821,0.94663,0.60987,1.18791,0.66696,1.49282,0.001585,0.001585,0.001585
87,37920,1.01838,0.86721,1.37249,0.90302,0.92504,0.94043,0.6031,1.20223,0.68608,1.51496,0.001486,0.001486,0.001486
88,38336.5,1.01233,0.85805,1.36744,0.92405,0.9269,0.94705,0.60717,1.22004,0.64597,1.52436,0.001387,0.001387,0.001387
89,38755,1.01136,0.87048,1.36471,0.91419,0.9139,0.93604,0.59912,1.22528,0.6658,1.52765,0.001288,0.001288,0.001288
90,39171.6,0.99128,0.85022,1.35499,0.91873,0.91908,0.9383,0.60164,1.20368,0.66455,1.50686,0.001189,0.001189,0.001189
91,39589.1,1.00088,0.85281,1.3594,0.91491,0.92443,0.94255,0.6049,1.19244,0.65877,1.49055,0.00109,0.00109,0.00109
92,40005.7,1.00289,0.8355,1.35536,0.90405,0.9254,0.93573,0.60953,1.20881,0.65212,1.51843,0.000991,0.000991,0.000991
93,40423.1,0.98209,0.8417,1.35315,0.91942,0.91719,0.94411,0.61591,1.19282,0.64306,1.51744,0.000892,0.000892,0.000892
94,40839.2,0.99218,0.83479,1.36049,0.90564,0.91233,0.93077,0.60689,1.18437,0.64959,1.4914,0.000793,0.000793,0.000793
95,41257.1,0.98235,0.82976,1.35082,0.90283,0.90697,0.92894,0.60407,1.19103,0.64579,1.51767,0.000694,0.000694,0.000694
96,41674.5,0.98619,0.83178,1.35664,0.90006,0.91463,0.93612,0.60459,1.20362,0.64094,1.51993,0.000595,0.000595,0.000595
97,42091.8,0.96809,0.8154,1.33655,0.90796,0.91542,0.93407,0.60584,1.20027,0.64333,1.51886,0.000496,0.000496,0.000496
98,42508.6,0.97328,0.83781,1.34851,0.90392,0.91812,0.93493,0.60639,1.19658,0.64757,1.51542,0.000397,0.000397,0.000397
99,42926.4,0.96854,0.81261,1.33607,0.91265,0.91751,0.93714,0.59998,1.2137,0.64302,1.53867,0.000298,0.000298,0.000298
100,43343.7,0.97045,0.81237,1.33784,0.91094,0.90569,0.93326,0.59772,1.21431,0.65451,1.53362,0.000199,0.000199,0.000199
