epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,13205.9,1.05589,0.92535,1.41958,0.89513,0.91308,0.94137,0.59831,1.18657,0.69431,1.46687,0.002674,0.002674,0.002674
76,13376.3,1.05087,0.93451,1.41857,0.90277,0.88999,0.9498,0.61526,1.14946,0.6942,1.464,0.002575,0.002575,0.002575
77,13545.9,1.03967,0.92246,1.40389,0.92287,0.91778,0.9427,0.61158,1.1479,0.67271,1.45574,0.002476,0.002476,0.002476
78,13716,1.03178,0.89938,1.39587,0.91676,0.90802,0.94598,0.61219,1.14057,0.68705,1.44586,0.002377,0.002377,0.002377
79,13894.3,1.03009,0.9127,1.39117,0.90297,0.912,0.93853,0.60081,1.20521,0.68107,1.49968,0.002278,0.002278,0.002278
80,14080.5,1.04026,0.91521,1.40373,0.91108,0.91233,0.94797,0.60952,1.1711,0.67068,1.49836,0.002179,0.002179,0.002179
81,14261.4,1.02335,0.8861,1.38869,0.91162,0.89446,0.94716,0.60596,1.18542,0.69367,1.50141,0.00208,0.00208,0.00208
82,14447.2,1.04271,0.90664,1.40296,0.91914,0.88943,0.94611,0.61817,1.1599,0.66912,1.49037,0.001981,0.001981,0.001981
83,14630.2,1.02273,0.90541,1.39673,0.88785,0.91638,0.94248,0.613,1.15432,0.68982,1.50471,0.001882,0.001882,0.001882
84,14815.9,1.02767,0.89576,1.3957,0.90341,0.9162,0.94239,0.60859,1.17129,0.6992,1.49084,0.001783,0.001783,0.001783
85,15004.6,1.02695,0.89152,1.39591,0.92146,0.89264,0.94342,0.60973,1.16405,0.68421,1.46628,0.001684,0.001684,0.001684
86,15199.2,1.01736,0.88676,1.38442,0.91045,0.93381,0.9543,0.62217,1.14224,0.65915,1.49429,0.001585,0.001585,0.001585
87,15382.6,1.00516,0.88093,1.37275,0.90614,0.91269,0.94597,0.61448,1.14862,0.67895,1.47747,0.001486,0.001486,0.001486
88,15568.2,1.01476,0.87062,1.38195,0.90003,0.90361,0.94537,0.61449,1.15379,0.66932,1.49355,0.001387,0.001387,0.001387
89,15752.7,1.00785,0.88503,1.3788,0.90113,0.9129,0.94324,0.61172,1.16466,0.66779,1.49072,0.001288,0.001288,0.001288
90,15938.9,1.00602,0.86662,1.37871,0.88866,0.90935,0.939,0.61045,1.15897,0.68764,1.48718,0.001189,0.001189,0.001189
91,16124.3,1.01006,0.8725,1.3814,0.90029,0.91143,0.94257,0.61366,1.16355,0.67123,1.48568,0.00109,0.00109,0.00109
92,16308.6,1.01231,0.85113,1.37625,0.89766,0.91492,0.93895,0.61014,1.17722,0.68286,1.51309,0.000991,0.000991,0.000991
93,16491.5,0.99285,0.85786,1.3695,0.91651,0.91664,0.9412,0.60713,1.16567,0.68083,1.49292,0.000892,0.000892,0.000892
94,16662.9,0.99419,0.85806,1.3741,0.92121,0.92779,0.94919,0.60954,1.15424,0.66131,1.49055,0.000793,0.000793,0.000793
95,16833.9,0.9943,0.8548,1.36961,0.90716,0.89774,0.93498,0.6069,1.15313,0.66966,1.48581,0.000694,0.000694,0.000694
96,17018.4,0.99299,0.84117,1.36905,0.89905,0.91484,0.93985,0.60195,1.16576,0.66802,1.4973,0.000595,0.000595,0.000595
97,17205.8,0.98023,0.83556,1.35492,0.90137,0.90643,0.93767,0.605,1.16918,0.66849,1.48313,0.000496,0.000496,0.000496
98,17388.1,0.98389,0.84304,1.35837,0.92652,0.90398,0.94133,0.6086,1.16795,0.66882,1.48535,0.000397,0.000397,0.000397
99,17559.1,0.97744,0.81799,1.35207,0.92763,0.91454,0.94384,0.60927,1.17513,0.66274,1.50044,0.000298,0.000298,0.000298
100,17732.7,0.98401,0.83971,1.37233,0.90778,0.91711,0.93825,0.60818,1.16865,0.6691,1.49176,0.000199,0.000199,0.000199
