epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,16324.9,1.2193,1.17739,1.47508,0.87059,0.86847,0.91379,0.55859,1.24922,0.84149,1.57494,0.005842,0.005842,0.005842
44,16704.8,1.22698,1.15835,1.47714,0.88472,0.85838,0.91377,0.56592,1.26001,0.84227,1.54124,0.005743,0.005743,0.005743
45,17085.1,1.23713,1.15869,1.47727,0.85737,0.82933,0.89842,0.55254,1.2046,0.88307,1.49343,0.005644,0.005644,0.005644
46,17468.7,1.24851,1.15407,1.49114,0.86041,0.85582,0.88681,0.55878,1.20901,0.84897,1.50996,0.005545,0.005545,0.005545
47,17845.4,1.20856,1.11381,1.46257,0.87771,0.89262,0.9156,0.57704,1.20176,0.79949,1.45963,0.005446,0.005446,0.005446
48,18220.2,1.23582,1.12419,1.47436,0.90121,0.89121,0.94077,0.59504,1.16873,0.76446,1.48215,0.005347,0.005347,0.005347
49,18593.3,1.21091,1.12974,1.46296,0.92162,0.90298,0.94218,0.5782,1.24411,0.74966,1.57072,0.005248,0.005248,0.005248
50,18967.5,1.21543,1.13147,1.45937,0.89776,0.87529,0.90153,0.56305,1.21799,0.79352,1.5086,0.005149,0.005149,0.005149
51,19340.2,1.21586,1.12273,1.46484,0.90127,0.86058,0.92169,0.58909,1.16708,0.76441,1.45092,0.00505,0.00505,0.00505
52,19715.3,1.20133,1.12011,1.45931,0.89275,0.87189,0.92032,0.5865,1.20421,0.76274,1.49414,0.004951,0.004951,0.004951
53,20089.8,1.19231,1.09211,1.45247,0.90365,0.87188,0.91817,0.57863,1.18065,0.78049,1.50276,0.004852,0.004852,0.004852
54,20462.7,1.2008,1.09614,1.45417,0.90578,0.88314,0.91803,0.58058,1.16014,0.82676,1.47439,0.004753,0.004753,0.004753
55,20835,1.19403,1.08667,1.44227,0.88552,0.89613,0.92564,0.58891,1.21346,0.74172,1.50063,0.004654,0.004654,0.004654
56,21208.4,1.17827,1.07568,1.43921,0.8831,0.85862,0.91073,0.58577,1.17766,0.80834,1.48726,0.004555,0.004555,0.004555
57,21580.5,1.17962,1.06805,1.43024,0.92745,0.85631,0.91666,0.58294,1.17755,0.75532,1.48061,0.004456,0.004456,0.004456
58,21953.2,1.18667,1.05646,1.43879,0.9273,0.9016,0.93958,0.60132,1.17243,0.70845,1.48733,0.004357,0.004357,0.004357
59,22325.1,1.1875,1.06295,1.43392,0.89791,0.88398,0.91173,0.58347,1.19596,0.78358,1.49977,0.004258,0.004258,0.004258
60,22696.9,1.18074,1.07366,1.44305,0.91808,0.89978,0.93219,0.58547,1.21216,0.71779,1.47486,0.004159,0.004159,0.004159
61,23068.7,1.17027,1.04759,1.42624,0.91821,0.85811,0.92562,0.58964,1.1921,0.74061,1.48544,0.00406,0.00406,0.00406
62,23440.8,1.18062,1.04703,1.43573,0.889,0.86961,0.92762,0.59082,1.18971,0.75324,1.47637,0.003961,0.003961,0.003961
63,23813.6,1.17187,1.05457,1.43907,0.90564,0.89369,0.93322,0.59582,1.16015,0.731,1.46994,0.003862,0.003862,0.003862
64,24185.8,1.15799,1.01501,1.41285,0.91882,0.91789,0.94623,0.61069,1.12118,0.70495,1.43306,0.003763,0.003763,0.003763
65,24559.3,1.16654,1.03128,1.42578,0.91815,0.89869,0.9261,0.58552,1.18162,0.71215,1.46269,0.003664,0.003664,0.003664
66,24932,1.14869,1.02223,1.41124,0.94804,0.91164,0.94374,0.61929,1.14668,0.67056,1.44997,0.003565,0.003565,0.003565
67,25304.9,1.16574,1.02849,1.42118,0.93197,0.89858,0.93859,0.60142,1.15693,0.69432,1.47451,0.003466,0.003466,0.003466
68,25676.8,1.15063,0.9855,1.41378,0.93958,0.90122,0.93796,0.59471,1.15826,0.69821,1.45802,0.003367,0.003367,0.003367
